Acronym,Scientific Name (NWPL/Mohlenbrock/Wilhelm & Rericha),Scientific Name Synonym             (Swink & Wilhelm/ Wilhelm & Rericha),Common Name           (NWPL/Mohlenbrock/Wilhelm & Rericha),Common Name          Synonym                  (Swink & Wilhelm/ Wilhelm & Rericha),Author,Midwest Region Wetland Indicator,NC-NE Region Wetland Indicator,Coefficient of Conservatism,Wetness Coefficient,Habit,Duration  ,Nativity,Scientific Family Name,Common Family Name
RUBSTR,Rubus idaeus ssp. strigosus,Rubus strigosus,Common Red Raspberry,RED RASPBERRY,(Michx.) Focke,FACU,FAC,3,1,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBITH,Rubus ithacanus,Rubus ithacanus,New York Dewberry,NEW YORK DEWBERRY,L. H. Bailey,UPL,UPL,8,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBLAC,Rubus laciniatus,RUBUS LACINIATUS,Cut-Leaf Blackberry,EVERGREEN BLACKBERRY,Willd.,UPL,UPL,0,2,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
RUBMER,Rubus meracus,Rubus meracus,Pure Dewberry,PURE DEWBERRY,L. H. Bailey,UPL,UPL,5,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBMIC,Rubus michiganensis,Rubus michiganensis,Short-Stalked Dewberry,SHORT-STALKED DEWBERRY,L. H. Bailey,UPL,UPL,5,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBMIS,Rubus missouricus,Rubus schneideri,Missouri Dewberry,MISSOURI DEWBERRY,Bailey,FACU,FACU,10,1,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBSCH,Rubus missouricus,Rubus schneideri,Missouri Dewberry,MISSOURI DEWBERRY,Bailey,FACU,FACU,10,1,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBOCC,Rubus occidentalis,Rubus occidentalis,Black Raspberry,BLACK RASPBERRY,L.,UPL,UPL,0,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBODO,Rubus odoratus,Rubus odoratus,Purple-Flower Raspberry,PURPLE FLOWERING RASPBERRY,L.,UPL,UPL,0,2,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
RUBPAR,Rubus parviflorus,RUBUS PARVIFLORUS,Western Thimble-Berry,SMALL-LEAVED RASPBERRY,Nutt.,FACU,FACU,0,1,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
RUBPEN,Rubus pensilvanicus,Rubus pensilvanicus,Pennsylvania Blackberry ,YANKEE BLACKBERRY,Poir.,UPL,FACU,10,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBPER,Rubus pergratus,Rubus avipes,Upland Blackberry,BEAMISH BRAMBLE,Blanch.,FACU,FACU,2,1,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBAVI,Rubus pergratus,Rubus avipes,Upland Blackberry,BEAMISH BRAMBLE,Blanch.,FACU,FACU,2,1,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBPHO,Rubus phoenicolasius,RUBUS PHOENICOLASIUS,Wine Raspberry,WINEBERRY,Maxim.,UPL,FACU,0,2,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
RUBPLI,Rubus plicatifolius,Rubus plicatifolius,Pleated Dewberry,PLEATED DEWBERRY,Blanch.,UPL,UPL,5,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBPLU,Rubus plus,Rubus plus,Hairy-Leaf Dewberry,FALSE SWAMP DEWBERRY,Bailey,FAC,FAC,10,0,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBPUB,Rubus pubescens,Rubus pubescens,Dwarf Red Raspberry,DWARF RASPBERRY,Raf.,FACW,FACW,10,-1,Forb,Perennial,Native,ROSACEAE,Rose Family
RUBPRO,Rubus profusiflorus,Rubus profusiflorus,Flowery Dewberry,FLOWERY DEWBERRY,L. H. Bailey,UPL,UPL,4,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBREC,Rubus recurvans,Rubus recurvans,Recurved Bramble,RECURVED BRAMBLE,Blanch.,UPL,UPL,4,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBROR,Rubus roribaccus,Rubus roribaccus,Savanna Dewberry,SAVANNA DEWBERRY,(L. H. Bailey) Rydb.,UPL,UPL,8,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBROS,Rubus rosa,Rubus rosa,Rose Blackberry,ROSE BLACKBERRY,Bailey,UPL,UPL,4,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBSEM,Rubus semisetosus,Rubus semisetosus,Swamp Blackberry,FALSE BRISTLY BLACKBERRY,Blanch.,FAC,FAC,10,0,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBSET,Rubus setosus,Rubus setosus,Setose Blackberry,BRISTLY BLACKBERRY,Bigelow,FACW,FACW,10,-1,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBSTE,Rubus steelei,Rubus steelei,Steele's Dewberry,STEELE'S DEWBERRY,L. H. Bailey,UPL,UPL,5,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBWIS,Rubus wisconsinensis,Rubus wisconsinensis,Wisconsin Dewberry,WISCONSIN DEWBERRY,L. H. Bailey,UPL,UPL,10,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBWHE,Rubus wheeleri,Rubus fulleri,Wheeler's Blackberry,WHEELERS BRISTLY DEWBERRY,(Bailey) Bailey,FAC,FAC,10,0,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBFUL,Rubus wheeleri,Rubus fulleri,Wheeler's Blackberry,WHEELERS BRISTLY DEWBERRY,(Bailey) Bailey,FAC,FAC,10,0,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBNEG,Rubus X neglectus,Rubus X neglectus,,HYBRID RASPBERRY,Peck,UPL,UPL,1,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUDFUL,Rudbeckia fulgida ,RUDBECKIA FULGIDA,Orange Coneflower,SHINING BLACK-EYED SUSAN,(Wenderoth) Perdue,OBL,OBL,0,-2,Forb,Perennial,Adventive,ASTERACEAE,Aster Family
RUDFULS,Rudbeckia fulgida  var. sullivantii,Rudbeckia speciosa; Rudbeckia sullivantii,Orange Coneflower,SHOWY BLACK-EYED SUSAN; FEN BLACK-EYED SUSAN,,OBL,OBL,6,-2,Forb,Perennial,Native,ASTERACEAE,Aster Family
RUDSPE,Rudbeckia fulgida  var. sullivantii,Rudbeckia speciosa; Rudbeckia sullivantii,Orange Coneflower,SHOWY BLACK-EYED SUSAN; FEN BLACK-EYED SUSAN,,OBL,OBL,6,-2,Forb,Perennial,Native,ASTERACEAE,Aster Family
RUDSUL,Rudbeckia fulgida  var. sullivantii,Rudbeckia speciosa; Rudbeckia sullivantii,Orange Coneflower,SHOWY BLACK-EYED SUSAN; FEN BLACK-EYED SUSAN,,OBL,OBL,6,-2,Forb,Perennial,Native,ASTERACEAE,Aster Family
RUDGRA,Rudbeckia grandiﬂora,RUDBECKIA GRANDIFLORA,Large Black-Eyed-Susan,LARGE BLACK-EYED SUSAN,(Sweet) C. C. Gmel. ex DC.,UPL,UPL,0,2,Forb,Perennial,Adventive,ASTERACEAE,Aster Family
RUDHIR,Rudbeckia hirta,Rudbeckia hirta var. pulcherrima,Black-Eyed-Susan,BLACK-EYED SUSAN,L.,FACU,FACU,1,1,Forb,Perennial,Native,ASTERACEAE,Aster Family
RUDHIRP,Rudbeckia hirta,Rudbeckia hirta var. pulcherrima,Black-Eyed-Susan,BLACK-EYED SUSAN,L.,FACU,FACU,1,1,Forb,Perennial,Native,ASTERACEAE,Aster Family
RUDHIRG,Rudbeckia hirta cult. Gloriosa Daisy ,RUDBECKIA HIRTA CULT. GLORIOSA DAISY,Gloriosa Daisy,GLORIOSA DAISY,L.,UPL,UPL,0,2,Forb,Perennial,Adventive,ASTERACEAE,Aster Family
RUDLAC,Rudbeckia laciniata,Rudbeckia laciniata,Green-Head Coneflower,WILD GOLDEN GLOW,L.,FACW,FACW,4,-1,Forb,Perennial,Native,ASTERACEAE,Aster Family
RUDLACH,Rudbeckia laciniata cult. Hortensia,RUDBECKIA LACINIATA CULT. HORTENSIA,Garden Golden Glow,GARDEN GOLDEN GLOW,L.,UPL,UPL,0,2,Forb,Perennial,Adventive,ASTERACEAE,Aster Family
RUDSUB,Rudbeckia subtomentosa,Rudbeckia subtomentosa,Sweet Coneflower,SWEET BLACK-EYED SUSAN,Pursh,FACU,FACU,8,1,Forb,Perennial,Native,ASTERACEAE,Aster Family
RUDTRI,Rudbeckia triloba,Rudbeckia triloba,Brown-Eyed-Susan,BROWN-EYED SUSAN,L.,FACU,FACU,1,1,Forb,Annual,Native,ASTERACEAE,Aster Family
RUEHUM,Ruellia humilis,Ruellia humilis,Fringe-Leaf Wild Petunia,HAIRY RUELLIA,Nutt.,FACU,FACU,8,1,Forb,Perennial,Native,ACANTHACEAE,Acanthus Family
RUESTR,Ruellia strepens,Ruellia strepens,Limestone Wild Petunia,SMOOTH RUELLIA,L.,FAC,FAC,8,0,Forb,Perennial,Native,ACANTHACEAE,Acanthus Family
RUMACE,Rumex acetosella,RUMEX ACETOSELLA,Common Sheep Sorrel,FIELD SORREL,L.,FACU,FACU,0,1,Forb,Perennial,Adventive,POLYGONACEAE,Smartweed Family
RUMALT,Rumex altissimus,Rumex altissimus,Pale Dock,PALE DOCK,Wood,FACW,FACW,1,-1,Forb,Perennial,Native,POLYGONACEAE,Smartweed Family
RUMBRI,Rumex britannica,Rumex orbiculatus,Greater Water Dock,GREAT WATER DOCK,L.,OBL,OBL,8,-2,Forb,Perennial,Native,POLYGONACEAE,Smartweed Family
RUMORB,Rumex britannica,Rumex orbiculatus,Greater Water Dock,GREAT WATER DOCK,L.,OBL,OBL,8,-2,Forb,Perennial,Native,POLYGONACEAE,Smartweed Family
RUMCON,Rumex conglomeratus,,Sharp Dock,,Murr.,FACW,FACW,0,-1,Forb,Perennial,Adventive,POLYGONACEAE,Smartweed Family
RUMCRI,Rumex crispus,RUMEX CRISPUS,Curly Dock,CURLY DOCK,L.,FAC,FAC,0,0,Forb,Perennial,Adventive,POLYGONACEAE,Smartweed Family
RUMFUE,Rumex fueginus ,Rumex maritimus fueginus,Tierra del Fuego Dock,GOLDEN DOCK,Phil.,FACW,FACW,1,-1,Forb,Annual,Native,POLYGONACEAE,Smartweed Family
RUMMAR,Rumex fueginus ,Rumex maritimus fueginus,Tierra del Fuego Dock,GOLDEN DOCK,Phil.,FACW,FACW,1,-1,Forb,Annual,Native,POLYGONACEAE,Smartweed Family
RUMOBT,Rumex obtusifolius,RUMEX OBTUSIFOLIUS,Bitter Dock,BITTER DOCK,L.,FACW,FAC,0,-1,Forb,Perennial,Adventive,POLYGONACEAE,Smartweed Family
RUMPAT,Rumex patientia,RUMEX PATIENTIA,Patience Dock,PATIENCE DOCK,L.,UPL,UPL,0,2,Forb,Perennial,Adventive,POLYGONACEAE,Smartweed Family
RUMTHY,Rumex thyrsiflorus,RUMEX THYRSIFLORUS,Narrow-Leaf Sorrel,THYRSE SORREL,Fingerhuth,FAC,FAC,0,0,Forb,Perennial,Adventive,POLYGONACEAE,Smartweed Family
RUMMEX,Rumex triangulivalvis,Rumex mexicanus,Triangular-Valved Dock,MEXICAN DOCK,(Danser) Rech. f.,FACW,FAC,0,-1,Forb,Perennial,Native,POLYGONACEAE,Smartweed Family
RUMTRI,Rumex triangulivalvis,Rumex mexicanus,Triangular-Valved Dock,MEXICAN DOCK,(Danser) Rech. f.,FACW,FAC,0,-1,Forb,Perennial,Native,POLYGONACEAE,Smartweed Family
RUMVER,Rumex verticillatus,Rumex verticillatus,Swamp Dock,SWAMP DOCK,L.,OBL,OBL,8,-2,Forb,Perennial,Native,POLYGONACEAE,Smartweed Family
RUPCIR,Ruppia cirrhosa,Ruppia maritima,Spiral Ditch-Grass,DITCH GRASS,(Petag.) Grande,OBL,OBL,10,-2,Forb,Perennial,Native,RUPPIACEAE,Ditch Grass Family
RUPMAR,Ruppia cirrhosa,Ruppia maritima,Spiral Ditch-Grass,DITCH GRASS,(Petag.) Grande,OBL,OBL,10,-2,Forb,Perennial,Native,RUPPIACEAE,Ditch Grass Family
SABANG,Sabatia angularis,Sabatia angularis,Rose-Pink,ROSE GENTIAN,(L.) Pursh,FAC,FAC,10,0,Forb,Biennial,Native,GENTIANACEAE,Gentian Family
SABCAA,Sabatia campanulata,Sabatia campanulata,Slender Rose-Gentian,SLENDER ROSE GENTIAN,(L.) Torr.,FACW,FACW,10,-1,Forb,Biennial,Native,GENTIANACEAE,Gentian Family
SABCAE,Sabatia campestris,Sabatia campestris,Texas-Star,PRAIRIE ROSE GENTIAN,Nutt.,FACU,FACU,10,1,Forb,Perennial,Native,GENTIANACEAE,Gentian Family
SAGPRO,Sagina procumbens,SAGINA PROCUMBENS,Bird-Eye Pearlwort,PEARLWORT,L.,FACW,FAC,0,-1,Forb,Perennial,Adventive,CARYOPHYLLACEAE,Pink Family
SAGBRE,Sagittaria brevirostra,Sagittaria brevirostra,Short-Beak Arrowhead,SHORT-BEAKED ARROWHEAD,Mackenzie & Bush,OBL,OBL,7,-2,Forb,Perennial,Native,ALISMATACEAE,Water Plantain Family
LOPCAL,Sagittaria calycina,Lophotocarpus calycinus,Hooded Arrowhead,ARROWLEAF,Engelm.,OBL,OBL,0,-2,Forb,Perennial,Adventive,ALISMATACEAE,Water Plantain Family
SAGCAL,Sagittaria calycina,Lophotocarpus calycinus,Hooded Arrowhead,ARROWLEAF,Engelm.,OBL,OBL,0,-2,Forb,Perennial,Adventive,ALISMATACEAE,Water Plantain Family
SAGCUN,Sagittaria cuneata,Sagittaria cuneata,Arum-Leaf Arrowhead,ARUM-LEAVED ARROWHEAD,Sheldon,OBL,OBL,7,-2,Forb,Perennial,Native,ALISMATACEAE,Water Plantain Family
SAGGRA,Sagittaria graminea,Sagittaria graminea,Grass-Leaf Arrowhead,GRASS-LEAVED ARROWHEAD,Michx.,OBL,OBL,8,-2,Forb,Perennial,Native,ALISMATACEAE,Water Plantain Family
SAGLAT,Sagittaria latifolia,Sagittaria latifolia,Duck-Potato,COMMON ARROWHEAD,Willd.,OBL,OBL,3,-2,Forb,Perennial,Native,ALISMATACEAE,Water Plantain Family
SAGRIG,Sagittaria rigida,Sagittaria rigida,Sessile-Fruit Arrowhead,STIFF ARROWHEAD,Pursh,OBL,OBL,10,-2,Forb,Perennial,Native,ALISMATACEAE,Water Plantain Family
SALEUR,Salicornia maritima,SALICORNIA EUROPAEA,Sea Saltwort ,GLASSWORT,Wolff & Jefferies,OBL,OBL,0,-2,Forb,Annual,Adventive,CHENOPODIACEAE,Goosefoot Family
SALMAR,Salicornia maritima,SALICORNIA EUROPAEA,Sea Saltwort ,GLASSWORT,Wolff & Jefferies,OBL,OBL,0,-2,Forb,Annual,Adventive,CHENOPODIACEAE,Goosefoot Family
SALALB,Salix alba,SALIX ALBA,White Willow,WHITE WILLOW,L.,FACW,FACW,0,-1,Tree,Perennial,Adventive,SALICACEAE,Willow Family
SALAMY,Salix amygdaloides,Salix amygdaloides,Peach-Leaf Willow,PEACH-LEAVED WILLOW,Anderss.,FACW,FACW,4,-1,Tree,Perennial,Native,SALICACEAE,Willow Family
SALBAB,Salix babylonica,SALIX BABYLONICA,Chinese Willow,WEEPING WILLOW,L.,FAC,FACW,0,0,Tree,Perennial,Adventive,SALICACEAE,Willow Family
SALBEB,Salix bebbiana,Salix bebbiana,Gray Willow,BEAKED WILLOW,Sarg.,FACW,FACW,9,-1,Shrub,Perennial,Native,SALICACEAE,Willow Family
SALCAN,Salix candida,Salix candida,Sage Willow,SAGE WILLOW,Flueggé ex Willd.,OBL,OBL,10,-2,Shrub,Perennial,Native,SALICACEAE,Willow Family
SALCAP,Salix caprea,SALIX CAPREA,Goat Willow,GOAT WILLOW,L.,FACW,FAC,0,-1,Shrub,Perennial,Adventive,SALICACEAE,Willow Family
SALCIN,Salix cinerea,SALIX CINEREA,Large Gray Willow,GRAY WILLOW,L.,FACW,FACW,0,-1,Shrub,Perennial,Adventive,SALICACEAE,Willow Family
SALCOR,Salix cordata,Salix syrticola,Heart-Leaf Willow,DUNE WILLOW,Michx.,FAC,FAC,10,0,Shrub,Perennial,Native,SALICACEAE,Willow Family
SALSYR,Salix cordata,Salix syrticola,Heart-Leaf Willow,DUNE WILLOW,Michx.,FAC,FAC,10,0,Shrub,Perennial,Native,SALICACEAE,Willow Family
SALDIS,Salix discolor,Salix discolor,Pussy Willow,PUSSY WILLOW,Muhl.,FACW,FACW,3,-1,Shrub,Perennial,Native,SALICACEAE,Willow Family
SALERI,Salix eriocephala,Salix eriocephala,Missouri Willow,HEART-LEAVED WILLOW,Michx.,FACW,FACW,5,-1,Shrub,Perennial,Native,SALICACEAE,Willow Family
SALFRA,Salix fragilis,SALIX FRAGILIS,Crack Willow,CRACK WILLOW,L.,UPL,UPL,0,2,Tree,Perennial,Adventive,SALICACEAE,Willow Family
SALHUM,Salix humilis,Salix humilis,Prairie Willow,PRAIRIE WILLOW,Marsh.,FACU,FACU,6,1,Shrub,Perennial,Native,SALICACEAE,Willow Family
SALHUMH,Salix humilis var. humilis,Salix humilis,Prairie Willow,PRAIRIE WILLOW,Marsh.,FACU,FACU,6,1,Shrub,Perennial,Native,SALICACEAE,Willow Family
SALHUMT,Salix humilis var. tristis,Salix humilis,Prairie Willow,PRAIRIE WILLOW,(Ait.) Griggs,FACU,FACU,6,1,Shrub,Perennial,Native,SALICACEAE,Willow Family
SALINT,Salix interior,Salix interior,Sandbar Willow,SANDBAR WILLOW,Rowlee,FACW,FACW,2,-1,Shrub,Perennial,Native,SALICACEAE,Willow Family
SALLUC,Salix lucida,Salix lucida,Shining Willow,SHINING WILLOW,Muhl.,FACW,FACW,10,-1,Shrub,Perennial,Native,SALICACEAE,Willow Family
SALGLA,Salix myricoides,Salix glaucophylloides,Bayberry Willow,BLUE-LEAVED WILLOW,Muhl.,FACW,FACW,7,-1,Shrub,Perennial,Native,SALICACEAE,Willow Family
SALMYR,Salix myricoides,Salix glaucophylloides,Bayberry Willow,BLUE-LEAVED WILLOW,Muhl.,FACW,FACW,7,-1,Shrub,Perennial,Native,SALICACEAE,Willow Family
SALNIG,Salix nigra,Salix nigra,Black Willow,BLACK WILLOW,Marsh.,OBL,OBL,5,-2,Tree,Perennial,Native,SALICACEAE,Willow Family
SALPED,Salix pedicellaris,Salix pedicellaris hypoglauca,Bog Willow,BOG WILLOW,Pursh,OBL,OBL,10,-2,Shrub,Perennial,Native,SALICACEAE,Willow Family
SALPEDH,Salix pedicellaris,Salix pedicellaris hypoglauca,Bog Willow,BOG WILLOW,Pursh,OBL,OBL,10,-2,Shrub,Perennial,Native,SALICACEAE,Willow Family
SALPEN,Salix pentandra,SALIX PENTANDRA,Bay-Leaf Willow,BAY-LEAVED WILLOW,L.,UPL,UPL,0,2,Tree,Perennial,Adventive,SALICACEAE,Willow Family
SALPET,Salix petiolaris,Salix petiolaris,Meadow Willow,MEADOW WILLOW,Sm.,OBL,FACW,7,-2,Shrub,Perennial,Native,SALICACEAE,Willow Family
SALPUR,Salix purpurea,SALIX PURPUREA,Purple Willow,PURPLE WILLOW,L.,FACW,FACW,0,-1,Shrub,Perennial,Adventive,SALICACEAE,Willow Family
SALPYR,Salix pyrifolia,Salix pyrifolia,Balsam Willow,BALSAM POPLAR,Anderss.,FACW,FACW,5,-1,Shrub,Perennial,Native,SALICACEAE,Willow Family
SALSEC,Salix sericea,Salix sericea,Silky Willow,SILKY WILLOW,Marsh.,OBL,OBL,10,-2,Shrub,Perennial,Native,SALICACEAE,Willow Family
SALSES,Salix serissima,Salix serissima,Autumn Willow,AUTUMN WILLOW,(Bailey) Fern.,OBL,OBL,10,-2,Shrub,Perennial,Native,SALICACEAE,Willow Family
SALGLA,Salix X glatfelteri,Salix X glatfelteri,Hybrid Black Willow ,HYBRID BLACK WILLOW,Schneid.,FACW,FACW,2,-1,Tree,Perennial,Native,SALICACEAE,Willow Family
SALPEU,Salix X pendulina,,Hybrid Weeping Willow,,Wenderoth,FACW,FACW,0,-1,Tree,Perennial,Adventive,SALICACEAE,Willow Family
SALSEP,Salix X sepulcralis,,Glaucous Weeping Willow ,,Simonkai,FACW,FACW,0,-1,Tree,Perennial,Adventive,SALICACEAE,Willow Family
SALCOL,Salsola collina,SALSOLA COLLINA,Slender Russian-Thistle,SLENDER RUSSIAN THISTLE,Pallas.,UPL,UPL,0,2,Forb,Annual,Adventive,CHENOPODIACEAE,Goosefoot Family
SALKAL,Salsola tragus,SALSOLA KALI TENUIFOLIA,Prickly Russian-Thistle,COMMON RUSSIAN THISTLE,L.,FACU,FACU,0,1,Forb,Annual,Adventive,CHENOPODIACEAE,Goosefoot Family
SALTRA,Salsola tragus,SALSOLA KALI TENUIFOLIA,Prickly Russian-Thistle,COMMON RUSSIAN THISTLE,L.,FACU,FACU,0,1,Forb,Annual,Adventive,CHENOPODIACEAE,Goosefoot Family
SALAZU,Salvia azurea var. grandiﬂora,SALVIA AZUREA GRANDIFLORA,Blue Sage,BLUE SAGE,Benth.,UPL,UPL,0,2,Forb,Perennial,Adventive,LAMIACEAE,Mint Family
SALAZUG,Salvia azurea var. grandiﬂora,SALVIA AZUREA GRANDIFLORA,Blue Sage,BLUE SAGE,Benth.,UPL,UPL,0,2,Forb,Perennial,Adventive,LAMIACEAE,Mint Family
SALOFF,Salvia officinalis,SALVIA OFFICINALIS,Garden Sage,GARDEN SAGE,L.,UPL,UPL,0,2,Forb,Perennial,Adventive,LAMIACEAE,Mint Family
SALPRA,Salvia pratensis,SALVIA PRATENSIS,Meadow Sage,MEADOW SAGE,L.,UPL,UPL,0,2,Forb,Perennial,Adventive,LAMIACEAE,Mint Family
SALREF,Salvia reﬂexa,SALVIA REFLEXA,Rocky Mountain Sage,ROCKY MOUNTAIN SAGE,Hornem.,UPL,UPL,0,2,Forb,Annual,Adventive,LAMIACEAE,Mint Family
SALSYL,Salvia sylvestris,SALVIA SYLVESTRIS,Wild Sage,WILD SAGE,L.,UPL,UPL,0,2,Forb,Perennial,Adventive,LAMIACEAE,Mint Family
SAMCAN,Sambucus nigra ssp. canadensis,Sambucus canadensis,Black Elder,ELDERBERRY,(L.) R. Bolli,FAC,FACW,4,-1,Shrub,Perennial,Native,CAPRIFOLIACEAE,Honeysuckle Family
SAMNIGC,Sambucus nigra ssp. canadensis,Sambucus canadensis,Black Elder,ELDERBERRY,(L.) R. Bolli,FAC,FACW,4,-1,Shrub,Perennial,Native,CAPRIFOLIACEAE,Honeysuckle Family
SAMCANA,Sambucus nigra ssp. canadensis cult. acutiloba,SAMBUCUS CANADENSIS CULT. ACUTILOBA,Cut-Leaved Elderberry,CUT-LEAVED ELDERBERRY,L.,UPL,UPL,0,2,Shrub,Perennial,Native,CAPRIFOLIACEAE,Honeysuckle Family
SAMNIGN,Sambucus nigra ssp. nigra,SAMBUCUS NIGRA,Black Elder,EUROPEAN ELDERBERRY,L.,FAC,FACW,0,-1,Shrub,Perennial,Adventive,CAPRIFOLIACEAE,Honeysuckle Family
SAMNIG,Sambucus nigra ssp. nigra,SAMBUCUS NIGRA,Black Elder,EUROPEAN ELDERBERRY,L.,FAC,FACW,0,-1,Shrub,Perennial,Adventive,CAPRIFOLIACEAE,Honeysuckle Family
SAMPUB,Sambucus racemosa,Sambucus pubens; Sambucus racemosa subsp. pubens,Red Elder,RED-BERRIED ELDER,L.,FACU,FACU,10,1,Shrub,Perennial,Native,CAPRIFOLIACEAE,Honeysuckle Family
SAMRAC,Sambucus racemosa,Sambucus pubens; Sambucus racemosa subsp. pubens,Red Elder,RED-BERRIED ELDER,L.,FACU,FACU,10,1,Shrub,Perennial,Native,CAPRIFOLIACEAE,Honeysuckle Family
SAMPAR,Samolus parviflorus,Samolus parviflorus,Seaside Brookweed,WATER PIMPERNEL,Raf.,OBL,OBL,6,-2,Forb,Perennial,Native,PRIMULACEAE,Primrose Family
SANCAD,Sanguinaria canadensis,Sanguinaria canadensis,Bloodroot,BLOODROOT,L.,FACU,FACU,5,1,Forb,Perennial,Native,PAPAVERACEAE,Poppy Family
SANCAS,Sanguisorba canadensis,Sanguisorba canadensis,Canadian Burnet,AMERICAN BURNET,L.,FACW,FACW,8,-1,Forb,Perennial,Native,ROSACEAE,Rose Family
SANCAA,Sanicula canadensis,Sanicula canadensis,Canadian Black-Snakeroot,CANADIAN BLACK SNAKEROOT,L.,FACU,FACU,5,1,Forb,Biennial,Native,APIACEAE,Carrot Family
SANCANC,Sanicula canadensis var. canadensis,Sanicula canadensis,Canadian Black-Snakeroot,CANADIAN BLACK SNAKEROOT,L.,FACU,FACU,5,1,Forb,Biennial,Native,APIACEAE,Carrot Family
SANCANG,Sanicula canadensis var. grandis,Sanicula canadensis var. grandis,Canadian Black-Snakeroot,CANADIAN BLACK SNAKEROOT,Fern.,FACU,FACU,6,1,Forb,Biennial,Native,APIACEAE,Carrot Family
SANMAR,Sanicula marilandica,Sanicula marilandica,Maryland Black-Snakeroot,BLACK SNAKEROOT,L.,FACU,FACU,5,1,Forb,Perennial,Native,APIACEAE,Carrot Family
SANGRE,Sanicula odorata,Sanicula gregaria,Clustered Black-Snakeroot,CLUSTERED BLACK SNAKEROOT,(Raf.) K.M. Pryer & L.R. Phillippe,FAC,FAC,3,0,Forb,Perennial,Native,APIACEAE,Carrot Family
SANODO,Sanicula odorata,Sanicula gregaria,Clustered Black-Snakeroot,CLUSTERED BLACK SNAKEROOT,(Raf.) K.M. Pryer & L.R. Phillippe,FAC,FAC,3,0,Forb,Perennial,Native,APIACEAE,Carrot Family
SANTRI,Sanicula trifoliata,Sanicula trifoliata,Beaked Black Snakeroot,BEAKED BLACK SNAKEROOT,Bickn.,UPL,UPL,10,2,Forb,Biennial,Native,APIACEAE,Carrot Family
SANPRO,Sanvitalia procumbens,SANVITALIA PROCUMBENS,Creeping Zinnia,CREEPING ZINNIA,Lam.,UPL,UPL,0,2,Forb,Perennial,Adventive,ASTERACEAE,Aster Family
SAPOFF,Saponaria officinalis,SAPONARIA OFFICINALIS,Bouncing-Bett,BOUNCING BET,L.,FACU,FACU,0,1,Forb,Perennial,Adventive,CARYOPHYLLACEAE,Pink Family
SARPUR,Sarracenia purpurea,Sarracenia purpurea,Purple Pitcherplant,PITCHER PLANT,L.,OBL,OBL,10,-2,Forb,Perennial,Native,SARRACENIACEAE,Pitcher-Plant Family
SASALB,Sassafras albidum,Sassafras albidum,Sassafras,SASSAFRAS,(Nutt.) Nees,FACU,FACU,3,1,Tree,Perennial,Native,LAURACEAE,Laurel Family
SATACI,Satureja acinos,SATUREJA ACINOS,Mother-of-Thyme,MOTHER-OF-THYME,(L.) Scheele,UPL,UPL,0,2,Forb,Annual,Adventive,LAMIACEAE,Mint Family
SATHOR,Satureja hortensis,SATUREJA HORTENSIS,Summer Savory,SUMMER SAVORY,L.,UPL,UPL,0,2,Forb,Annual,Adventive,LAMIACEAE,Mint Family
SAUCER,Saururus cernuus,Saururus cernuus,Lizard's-Tail,LIZARD'S TAIL,L.,OBL,OBL,7,-2,Forb,Perennial,Native,SAURURACEAE,Lizard's-Tail Family
SAXPEN,Saxifraga pensylvanica,Saxifraga pensylvanica,Eastern Swamp Saxifrage,SWAMP SAXIFRAGE,L.,OBL,OBL,10,-2,Forb,Perennial,Native,SAXIFRAGACEAE,Saxifrage Family
SCHARU,Schedonorus arundinaceus,SCHEDONORUS ARUNDINACEUS,Tall False Rye Grass,TALL FESCUE,(Schreb.) Dumort.,FACU,FACU,0,1,Grass,Perennial,Adventive,POACEAE,Grass Family
